                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     519                                     1517                  1.2000000000000000E+001                  2.0000000000000000E-002                  1.5665278810488526E+007                  5.1749543883854358E+003                  5.5300964135704307E+003                  2.2836535107782602E+004                  1.6462768087739144E+002                 -2.7450409924558374E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9642678825384452E-001                  2.6734922262670546E-001                  5.0351417410346528E-005                  1.1871046780813648E-002                  2.0225368539269560E-002                  1.1929777210324026E+001                 -9.8178162751534786E-008                  6.1374740299536041E+000                  1.9663091128782232E-004                  5.3270621220919381E+000                  2.3318215657181646E-001                  5.8350995746849620E-002                  8.5486697158099173E-002                  3.9384229388242480E-002                  2.2928393509632130E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1206166616203878E+006                  8.9148184573287790E+002                  5.2239874192904178E+006                  2.3033936793412515E+004                  1.8846980491109043E+004                  3.8905688663770875E+003                  1.2844666494663725E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.9435860258987269E+014                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20240418"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                        q                                     grav                                 velocity                             scale_height                    pressure_scale_height                                   m_grav                                       dq                                       xr                                       dr                                       dv                                dr_div_cs                             dr_div_cs_yr                          acoustic_radius                           acoustic_depth                       cell_collapse_time                     compression_gradient                              temperature                                   energy                                     logE                                      rho                                  entropy                                 pressure                                  logPgas                                       mu                                    grada                                   gamma1                                   csound                                 v_div_cs                             v_div_csound                  thermal_time_to_surface              log_thermal_time_to_surface                 pressure_scale_height_cm                                 eps_grav                                       pp                                      cno                                tri_alpha                                  opacity                               luminosity                             total_energy                        mlt_mixing_length                                 conv_vel                                    gradT                                    gradr                          gradT_sub_grada                      conv_vel_div_csound                            log_mlt_D_mix                                      tau                                    omega                                    shear                              rsp_Hp_face   rsp_log_dt_div_heat_exchange_timescale 
                                       1                  1.1929777210324026E+001                  2.2165028602904338E+000                  3.7427327073699836E+000                 -8.8152090609697265E+000                  2.7336549501432503E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  1.1860643380117555E+022                  1.0000000000000000E+000                  1.2069637869759569E+001                  0.0000000000000000E+000                  4.2145165904410187E-001                  4.2145165904410187E-001                  1.1929777210324026E+001                  4.9999999999996132E-013                  0.0000000000000000E+000                  4.7017421875000000E+003                  0.0000000000000000E+000                  6.3370533492766784E-003                  2.0080910301406565E-010                  1.8131372295911084E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1613230245359744E-005                  5.5300964691199124E+003                  2.0411637189045442E+012                  1.2309877840269841E+001                  1.5303506031391572E-009                  2.2296430294255085E+001                  5.4157043810762525E+002                  2.7317593907531963E+000                  1.3049650054717232E+000                  3.5172361991260787E-001                  1.5555317698743798E+000                  7.4194454872889223E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4045264064850899E-004                 -3.8524700912200007E+000                  2.9320391919698166E+010                  0.0000000000000000E+000                  2.2441471618253608E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890003887770707E-002                  2.2836535107782602E+004                 -1.3619418222506986E+014                  5.8640783839396332E+010                  0.0000000000000000E+000                  1.2527279751366149E-001                  1.2527279751366149E-001                 -2.2645082239894637E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1929777210318061E+001                  2.2165028601121475E+000                  3.7427327246807169E+000                 -8.8152089399397084E+000                  2.7336550883275086E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  3.5207235754226637E+022                  9.9999999999949996E-001                  1.2069637879663182E+001                  0.0000000000000000E+000                  4.2145166289315589E-001                  4.2145167534524575E-001                  1.1929777210318061E+001                  1.4842042976034139E-012                  6.7582897621101044E-008                  1.3956626953125000E+004                  0.0000000000000000E+000                  1.8810875886656812E-002                  5.9608068695518078E-010                  1.8131372232540553E+006                  6.3370533492766784E-003                  0.0000000000000000E+000                 -1.1613230245359744E-005                  5.5300966895464471E+003                  2.0411637429316992E+012                  1.2309877845382054E+001                  1.5303510296202505E-009                  2.2296430132023243E+001                  5.4157061042508326E+002                  2.7317595292390191E+000                  1.3049650050356496E+000                  3.5172360588343182E-001                  1.5555317379018390E+000                  7.4194455575696530E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5737350023270531E-004                 -3.2538536832299774E+000                  2.9320393053768745E+010                  0.0000000000000000E+000                  2.2441477872523197E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890012856947890E-002                  2.2836535107782769E+004                 -1.3619418231350542E+014                  5.8640784374953712E+010                  0.0000000000000000E+000                  1.2527282153993882E-001                  1.2527282153993882E-001                 -2.2645079483745442E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6666677380465011E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1929777210300355E+001                  2.2165028595829233E+000                  3.7427327682134042E+000                 -8.8152086355762478E+000                  2.7336554358301148E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  8.3158051917266466E+022                  9.9999999999801570E-001                  1.2069637909061012E+001                  0.0000000000000000E+000                  4.2145168677082873E-001                  4.2145171618217392E-001                  1.1929777210300355E+001                  3.5056298908987101E-012                  2.6819561794775047E-007                  3.2965048828125000E+004                  0.0000000000000000E+000                  4.4430608442465262E-002                  1.4079210219555754E-009                  1.8131372044431791E+006                  2.5147929235933491E-002                  0.0000000000000000E+000                 -1.1223487839726609E-006                  5.5300972438707404E+003                  2.0411638033546770E+012                  1.2309877858238135E+001                  1.5303521021254692E-009                  2.2296429724046668E+001                  5.4157104376532027E+002                  2.7317598774999925E+000                  1.3049650039390175E+000                  3.5172357060310305E-001                  1.5555316574978568E+000                  7.4194457343100733E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5421237319870891E-003                 -2.8118807793567759E+000                  2.9320395894793839E+010                  0.0000000000000000E+000                  2.2441493600621997E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890035412472738E-002                  2.2836535107783264E+004                 -1.3619418253590136E+014                  5.8640787697293106E+010                  0.0000000000000000E+000                  1.2527296417945452E-001                  1.2527296417945452E-001                 -2.2645063120999823E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6666709183415329E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1929777210258532E+001                  2.2165028583329138E+000                  3.7427328299629323E+000                 -8.8152082038490551E+000                  2.7336559287486177E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  8.4738520686832027E+022                  9.9999999999451006E-001                  1.2069637978497626E+001                  0.0000000000000000E+000                  4.2145174316898248E-001                  4.2145177313935417E-001                  1.1929777210258532E+001                  3.5722564944864567E-012                  7.4203561835201957E-007                  3.3591507812500000E+004                  0.0000000000000000E+000                  4.5274954329972257E-002                  1.4346767285843112E-009                  1.8131371600125707E+006                  6.9578537678398750E-002                  0.0000000000000000E+000                  8.1135091003507403E-007                  5.5300980301596164E+003                  2.0411638890625359E+012                  1.2309877876474030E+001                  1.5303536234318011E-009                  2.2296429145348942E+001                  5.4157165844165331E+002                  2.7317603714942060E+000                  1.3049650023834820E+000                  3.5172352055914141E-001                  1.5555315434475410E+000                  7.4194459850094747E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5455900246451617E-003                 -2.5942115395556211E+000                  2.9320399857304871E+010                  0.0000000000000000E+000                  2.2441515910309515E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890067406699094E-002                  2.2836535107783806E+004                 -1.3619418285136105E+014                  5.8640795544532227E+010                  0.0000000000000000E+000                  1.2527330108876369E-001                  1.2527330108876369E-001                 -2.2645024472789912E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6666784300798265E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1929777210215915E+001                  2.2165028570591501E+000                  3.7427329253332662E+000                 -8.8152075370613758E+000                  2.7336566900444890E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  1.7457239925593483E+023                  9.9999999999093780E-001                  1.2069638049253797E+001                  0.0000000000000000E+000                  4.2145180063913862E-001                  4.2145186238212468E-001                  1.1929777210215915E+001                  7.3593140633738149E-012                  1.2248803475815725E-006                  6.9202732421875000E+004                  0.0000000000000000E+000                  9.3272097337493254E-002                  2.9556144110291420E-009                  1.8131371147376164E+006                  1.1485349200837100E-001                  0.0000000000000000E+000                 -6.8855317057460727E-007                  5.5300992445599277E+003                  2.0411640214359253E+012                  1.2309877904638858E+001                  1.5303559730396542E-009                  2.2296428251571680E+001                  5.4157260778972523E+002                  2.7317611344514692E+000                  1.3049649999809958E+000                  3.5172344326750610E-001                  1.5555313672997744E+000                  7.4194463722064369E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6128623259719609E-003                 -2.3360295070138712E+000                  2.9320406065924412E+010                  0.0000000000000000E+000                  2.2441550366891928E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890116820939171E-002                  2.2836535107784341E+004                 -1.3619418333857677E+014                  5.8640803540929749E+010                  0.0000000000000000E+000                  1.2527364440216457E-001                  1.2527364440216457E-001                 -2.2644985089934852E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6666860845997145E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1929777210128121E+001                  2.2165028544350358E+000                  3.7427330624149877E+000                 -8.8152065786519032E+000                  2.7336577842965091E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  1.9815009729349368E+023                  9.9999999998357847E-001                  1.2069638195020412E+001                  0.0000000000000000E+000                  4.2145191903552215E-001                  4.2145198911773107E-001                  1.1929777210128121E+001                  8.3532609042796459E-012                  2.2196012390847349E-006                  7.8549128906250000E+004                  0.0000000000000000E+000                  1.0586925098407371E-001                  3.3547941219887985E-009                  1.8131370214655190E+006                  2.0812558934586425E-001                  0.0000000000000000E+000                 -5.5464888946816797E-007                  5.5301009900936042E+003                  2.0411642117046704E+012                  1.2309877945121965E+001                  1.5303593502625753E-009                  2.2296426966900881E+001                  5.4157397234233019E+002                  2.7317622310914826E+000                  1.3049649965277366E+000                  3.5172333217093227E-001                  1.5555311141106472E+000                  7.4194469287467073E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9593413390397103E-003                 -2.1574318618774670E+000                  2.9320414882920551E+010                  0.0000000000000000E+000                  2.2441599893267054E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890187847292085E-002                  2.2836535107785465E+004                 -1.3619418403887773E+014                  5.8640820014602547E+010                  0.0000000000000000E+000                  1.2527435167541534E-001                  1.2527435167541534E-001                 -2.2644903955768014E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6667018539610112E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1929777210028469E+001                  2.2165028514565139E+000                  3.7427332896413925E+000                 -8.8152049900069240E+000                  2.7336595981139173E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  4.1967174452417076E+023                  9.9999999997522526E-001                  1.2069638360474007E+001                  0.0000000000000000E+000                  4.2145205342312753E-001                  4.2145220185428645E-001                  1.1929777210028469E+001                  1.7691778222910313E-011                  3.3486673438173784E-006                  1.6636241796875000E+005                  0.0000000000000000E+000                  2.2422479583902163E-001                  7.1052550206296305E-009                  1.8131369155962681E+006                  3.1399484032993796E-001                  0.0000000000000000E+000                 -1.0842030424066073E-006                  5.5301038834881747E+003                  2.0411645270943486E+012                  1.2309878012226800E+001                  1.5303649483123940E-009                  2.2296424837456776E+001                  5.4157623421392020E+002                  2.7317640488671628E+000                  1.3049649908035821E+000                  3.5172314801632393E-001                  1.5555306944226042E+000                  7.4194478512620460E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1929068855053127E-002                 -1.9233934546443778E+000                  2.9320429683002708E+010                  0.0000000000000000E+000                  2.2441681987674739E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890305580973673E-002                  2.2836535107786738E+004                 -1.3619418519968481E+014                  5.8640838713293961E+010                  0.0000000000000000E+000                  1.2527515447766482E-001                  1.2527515447766482E-001                 -2.2644811863052303E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6667197532133193E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1929777209817411E+001                  2.2165028451481801E+000                  3.7427337818445534E+000                 -8.8152015488436675E+000                  2.7336635270314740E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  9.1860352796573576E+023                  9.9999999995753353E-001                  1.2069638710894964E+001                  0.0000000000000000E+000                  4.2145233805167720E-001                  4.2145266294959666E-001                  1.1929777209817411E+001                  3.8724860807532350E-011                  5.7399627005623832E-006                  3.6414142578125000E+005                  0.0000000000000000E+000                  4.9079302800882074E-001                  1.5552292570056680E-008                  1.8131366913714721E+006                  5.3821963616895963E-001                  0.0000000000000000E+000                 -2.6695197732911198E-006                  5.5301101509777827E+003                  2.0411652102736101E+012                  1.2309878157585457E+001                  1.5303770743160918E-009                  2.2296420224897261E+001                  5.4158113369592718E+002                  2.7317679863585957E+000                  1.3049649784041197E+000                  3.5172274910753115E-001                  1.5555297853117356E+000                  7.4194498495342419E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2807141615866913E-002                 -1.6419291407752175E+000                  2.9320461761403439E+010                  0.0000000000000000E+000                  2.2441859813368279E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4890560610310048E-002                  2.2836535107789441E+004                 -1.3619418771410109E+014                  5.8640878316510384E+010                  0.0000000000000000E+000                  1.2527685478968081E-001                  1.2527685478968081E-001                 -2.2644616813223811E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6667576632123537E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1929777209355430E+001                  2.2165028313402186E+000                  3.7427346399448869E+000                 -8.8151955497707775E+000                  2.7336703764497861E+000                  6.9999999991165895E-001                  2.8000000008834125E-001                  1.9999999999999796E-002                  1.4144868483720150E+024                  9.9999999991880861E-001                  1.2069639477911915E+001                  0.0000000000000000E+000                  4.2145296107461538E-001                  4.2145346136857093E-001                  1.1929777209355430E+001                  5.9629431685934644E-011                  1.0974135846764051E-005                  5.6070570507812500E+005                  0.0000000000000000E+000                  7.5572374391441965E-001                  2.3947440360306856E-008                  1.8131362005784442E+006                  1.0290126641777804E+000                  0.0000000000000000E+000                 -4.6151722914120619E-006                  5.5301210776513908E+003                  2.0411664013276731E+012                  1.2309878411003481E+001                  1.5303982141357539E-009                  2.2296412183801010E+001                  5.4158967523891522E+002                  2.7317748507235051E+000                  1.3049649567864952E+000                  3.5172205363812015E-001                  1.5555282003463056E+000                  7.4194533332225296E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9557515788755888E-002                 -1.4027709899037581E+000                  2.9320517307411480E+010                  0.0000000000000000E+000                  2.2442169825074420E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4891005232038425E-002                  2.2836535107795375E+004                 -1.3619419209753483E+014                  5.8640965003921982E+010                  0.0000000000000000E+000                  1.2528057661771744E-001                  1.2528057661771744E-001                 -2.2644189866387834E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.6668406443931638E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
